"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Worcester County, MA"	"25027"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	23	809106	2.8	2.7	1.7	4.0
	"Worcester County, MA"	"25027"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	10	813475	Unreliable	Unreliable	0.5	2.3
	"Bay County, MI"	"26017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	13	107771	Unreliable	Unreliable	6.8	21.9
	"Bay County, MI"	"26017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	21	107110	19.6	21.6	13.2	33.4
	"Bay County, MI"	"26017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	21	106935	19.6	20.9	12.8	32.3
	"Bay County, MI"	"26017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	17	106832	Unreliable	Unreliable	8.6	24.4
	"Bay County, MI"	"26017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	13	106179	Unreliable	Unreliable	7.1	24.1
	"Bay County, MI"	"26017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	21	105659	19.9	22.3	13.6	34.5
	"Bay County, MI"	"26017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	23	104747	22.0	25.9	16.2	39.2
	"Bay County, MI"	"26017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	21	104239	20.1	21.5	13.0	33.6
	"Bay County, MI"	"26017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	23	103923	22.1	24.1	15.1	36.5
	"Bay County, MI"	"26017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	10	103126	Unreliable	Unreliable	5.8	22.2
	"Genesee County, MI"	"26049"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	21	425790	4.9	5.3	3.3	8.1
	"Genesee County, MI"	"26049"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	13	422080	Unreliable	Unreliable	1.5	5.1
	"Genesee County, MI"	"26049"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	13	407385	Unreliable	Unreliable	1.7	5.7
	"Genesee County, MI"	"26049"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	11	406892	Unreliable	Unreliable	1.4	5.4
	"Genesee County, MI"	"26049"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	14	405813	Unreliable	Unreliable	2.0	6.5
	"Jackson County, MI"	"26075"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	13	158510	Unreliable	Unreliable	4.2	14.3
	"Lapeer County, MI"	"26087"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	12	88028	Unreliable	Unreliable	6.2	22.4
	"Macomb County, MI"	"26099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	36	840978	4.3	4.2	2.9	5.8
	"Macomb County, MI"	"26099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	50	842145	5.9	5.6	4.1	7.4
	"Macomb County, MI"	"26099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	33	847383	3.9	3.8	2.6	5.3
	"Macomb County, MI"	"26099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	32	854769	3.7	3.6	2.4	5.2
	"Macomb County, MI"	"26099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	47	860112	5.5	5.1	3.7	6.8
	"Macomb County, MI"	"26099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	46	864840	5.3	5.2	3.8	7.0
	"Macomb County, MI"	"26099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	35	867730	4.0	4.1	2.8	5.8
	"Macomb County, MI"	"26099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	47	871375	5.4	5.7	4.1	7.6
	"Macomb County, MI"	"26099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	43	874759	4.9	4.8	3.5	6.6
	"Macomb County, MI"	"26099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	51	873972	5.8	5.7	4.2	7.6
	"Midland County, MI"	"26111"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	10	83822	Unreliable	Unreliable	5.6	21.5
	"Oakland County, MI"	"26125"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	41	1202362	3.4	3.1	2.2	4.3
	"Oakland County, MI"	"26125"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	43	1210145	3.6	3.4	2.5	4.7
	"Oakland County, MI"	"26125"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	47	1220657	3.9	3.7	2.7	4.9
	"Oakland County, MI"	"26125"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	52	1231640	4.2	3.8	2.8	5.0
	"Oakland County, MI"	"26125"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	68	1237868	5.5	5.4	4.1	6.8
	"Oakland County, MI"	"26125"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	66	1242304	5.3	5.0	3.8	6.4
	"Oakland County, MI"	"26125"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	80	1243970	6.4	6.3	4.9	7.9
	"Oakland County, MI"	"26125"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	100	1250836	8.0	8.1	6.5	9.8
	"Oakland County, MI"	"26125"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	92	1259201	7.3	7.1	5.7	8.7
	"Oakland County, MI"	"26125"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	99	1257584	7.9	7.6	6.1	9.3
	"Ottawa County, MI"	"26139"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	10	263801	Unreliable	Unreliable	1.6	6.1
	"Ottawa County, MI"	"26139"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	17	266300	Unreliable	Unreliable	4.0	10.9
	"Saginaw County, MI"	"26145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	19	200169	Unreliable	Unreliable	5.3	14.2
	"Saginaw County, MI"	"26145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	27	199088	13.6	13.9	9.0	20.5
	"Saginaw County, MI"	"26145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	21	198353	10.6	12.1	7.4	18.7
	"Saginaw County, MI"	"26145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	28	196542	14.2	16.0	10.4	23.4
	"Saginaw County, MI"	"26145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	38	195012	19.5	21.3	14.9	29.5
	"Saginaw County, MI"	"26145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	33	193307	17.1	18.3	12.4	25.9
	"Saginaw County, MI"	"26145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	39	192326	20.3	20.9	14.7	29.0
	"Saginaw County, MI"	"26145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	44	191934	22.9	25.4	18.3	34.3
	"Saginaw County, MI"	"26145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	39	190800	20.4	21.3	14.9	29.4
	"Saginaw County, MI"	"26145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	33	190539	17.3	18.7	12.7	26.6
	"St. Clair County, MI"	"26147"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	11	159875	Unreliable	Unreliable	3.1	11.7
	"St. Clair County, MI"	"26147"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	12	159587	Unreliable	Unreliable	3.8	13.7
	"St. Clair County, MI"	"26147"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	12	159350	Unreliable	Unreliable	3.9	14.1
	"St. Clair County, MI"	"26147"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	11	159128	Unreliable	Unreliable	3.3	12.8
	"Washtenaw County, MI"	"26161"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	22	344791	6.4	6.6	4.1	10.1
	"Washtenaw County, MI"	"26161"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	16	347962	Unreliable	Unreliable	2.7	8.0
	"Wayne County, MI"	"26163"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	27	1820584	1.5	1.5	1.0	2.1
	"Wayne County, MI"	"26163"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	24	1802096	1.3	1.3	0.8	2.0
	"Wayne County, MI"	"26163"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	17	1792365	Unreliable	Unreliable	0.5	1.4
	"Wayne County, MI"	"26163"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	14	1775273	Unreliable	Unreliable	0.4	1.3
	"Wayne County, MI"	"26163"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	11	1764804	Unreliable	Unreliable	0.3	1.2
	"Wayne County, MI"	"26163"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	28	1759335	1.6	1.6	1.1	2.3
	"Wayne County, MI"	"26163"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	20	1749366	1.1	1.2	0.7	1.9
	"Wayne County, MI"	"26163"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	31	1753616	1.8	1.7	1.1	2.5
	"Wayne County, MI"	"26163"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	15	1753893	Unreliable	Unreliable	0.5	1.5
	"Wayne County, MI"	"26163"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	45	1749343	2.6	2.5	1.8	3.3
	"Hennepin County, MN"	"27053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	19	1152425	Unreliable	Unreliable	1.0	2.7
	"Hennepin County, MN"	"27053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	20	1168431	1.7	1.6	1.0	2.5
	"Hennepin County, MN"	"27053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	17	1184576	Unreliable	Unreliable	0.7	2.1
	"Hennepin County, MN"	"27053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	14	1198778	Unreliable	Unreliable	0.6	1.8
	"Hennepin County, MN"	"27053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	22	1223149	1.8	1.7	1.0	2.5
	"Hennepin County, MN"	"27053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	20	1232483	1.6	1.4	0.9	2.3
	"Hennepin County, MN"	"27053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	25	1252024	2.0	1.8	1.2	2.7
	"Hennepin County, MN"	"27053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	23	1259428	1.8	1.7	1.1	2.6
	"Hennepin County, MN"	"27053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	29	1265843	2.3	2.4	1.6	3.5
	"Ramsey County, MN"	"27123"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	10	538133	Unreliable	Unreliable	0.9	3.6
	"Ramsey County, MN"	"27123"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	10	550210	Unreliable	Unreliable	0.9	3.3
	"Cape Girardeau County, MO"	"29031"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	11	75674	Unreliable	Unreliable	7.4	26.7
	"Cape Girardeau County, MO"	"29031"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	11	78913	Unreliable	Unreliable	7.0	26.7
	"St. Charles County, MO"	"29183"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	11	368666	Unreliable	Unreliable	1.4	5.1
	"St. Charles County, MO"	"29183"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	12	373495	Unreliable	Unreliable	1.7	5.8
	"St. Louis County, MO"	"29189"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	10	998954	Unreliable	Unreliable	0.4	1.7
	"St. Louis County, MO"	"29189"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	18	998692	Unreliable	Unreliable	0.9	2.5
	"St. Louis County, MO"	"29189"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	16	1000438	Unreliable	Unreliable	0.8	2.5
	"St. Louis County, MO"	"29189"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	15	1001444	Unreliable	Unreliable	0.8	2.4
	"St. Louis County, MO"	"29189"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	13	1001876	Unreliable	Unreliable	0.7	2.3
	"St. Louis County, MO"	"29189"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	15	1003362	Unreliable	Unreliable	0.9	2.6
	"St. Louis County, MO"	"29189"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	13	998581	Unreliable	Unreliable	0.7	2.3
	"St. Louis County, MO"	"29189"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	12	996726	Unreliable	Unreliable	0.6	2.2
	"St. Louis County, MO"	"29189"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	15	996945	Unreliable	Unreliable	0.9	2.6
	"Yellowstone County, MT"	"30111"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	19	147972	Unreliable	Unreliable	7.8	20.7
	"Yellowstone County, MT"	"30111"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	19	150069	Unreliable	Unreliable	7.7	20.6
	"Yellowstone County, MT"	"30111"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	13	151882	Unreliable	Unreliable	4.4	14.8
	"Yellowstone County, MT"	"30111"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	19	154162	Unreliable	Unreliable	7.3	19.5
	"Yellowstone County, MT"	"30111"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	16	155634	Unreliable	Unreliable	5.2	15.2
	"Yellowstone County, MT"	"30111"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	20	157048	12.7	13.1	7.9	20.4
	"Yellowstone County, MT"	"30111"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	11	158437	Unreliable	Unreliable	3.3	12.5
	"Lancaster County, NE"	"31109"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	12	285407	Unreliable	Unreliable	2.2	7.3
	"Lancaster County, NE"	"31109"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	11	289800	Unreliable	Unreliable	2.1	7.5
	"Clark County, NV"	"32003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	11	1951269	Unreliable	Unreliable	0.3	0.9
	"Clark County, NV"	"32003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	15	1969975	Unreliable	Unreliable	0.4	1.2
	"Clark County, NV"	"32003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	12	2000759	Unreliable	Unreliable	0.3	1.0
	"Clark County, NV"	"32003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	17	2027868	Unreliable	Unreliable	0.5	1.2
	"Clark County, NV"	"32003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	11	2069681	Unreliable	Unreliable	0.3	0.9
	"Clark County, NV"	"32003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	19	2155664	Unreliable	Unreliable	0.5	1.2
	"Clark County, NV"	"32003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	25	2204079	1.1	1.1	0.7	1.6
	"Clark County, NV"	"32003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	10	2231647	Unreliable	Unreliable	0.2	0.9
	"Clark County, NV"	"32003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	12	2266715	Unreliable	Unreliable	0.3	0.9
	"Washoe County, NV"	"32031"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	12	421407	Unreliable	Unreliable	1.4	4.8
	"Washoe County, NV"	"32031"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	15	425710	Unreliable	Unreliable	1.8	5.6
	"Washoe County, NV"	"32031"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	13	446903	Unreliable	Unreliable	1.4	4.7
	"Washoe County, NV"	"32031"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	15	460587	Unreliable	Unreliable	1.6	4.9
	"Washoe County, NV"	"32031"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	14	465735	Unreliable	Unreliable	1.5	4.7
	"Washoe County, NV"	"32031"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	22	471519	4.7	4.7	2.9	7.2
	"Burlington County, NJ"	"34005"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	11	449576	Unreliable	Unreliable	1.2	4.2
	"Essex County, NJ"	"34013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	11	787744	Unreliable	Unreliable	0.7	2.6
	"Essex County, NJ"	"34013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	10	796914	Unreliable	Unreliable	0.6	2.2
	"Essex County, NJ"	"34013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	12	799767	Unreliable	Unreliable	0.8	2.6
	"Middlesex County, NJ"	"34023"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	11	829685	Unreliable	Unreliable	0.7	2.4
	"Monmouth County, NJ"	"34025"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	11	631020	Unreliable	Unreliable	0.8	2.9
	"Monmouth County, NJ"	"34025"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	10	629279	Unreliable	Unreliable	0.7	2.7
