"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Escambia County, AL"	"01053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	13	37983	Unreliable	Unreliable	15.3	49.0
	"Escambia County, AL"	"01053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	12	37733	Unreliable	Unreliable	15.1	54.0
	"Escambia County, AL"	"01053"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	11	36633	Unreliable	Unreliable	12.5	48.1
	"Anchorage Borough, AK"	"02020"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	10	291538	Unreliable	Unreliable	1.6	6.0
	"Maricopa County, AZ"	"04013"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	"2014"	"2014"	10	4087191	Unreliable	Unreliable	0.1	0.5
	"Maricopa County, AZ"	"04013"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	"2017"	"2017"	14	4307033	Unreliable	Unreliable	0.2	0.5
	"Maricopa County, AZ"	"04013"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	"2018"	"2018"	10	4410824	Unreliable	Unreliable	0.1	0.4
	"Maricopa County, AZ"	"04013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	83	3817117	2.2	2.2	1.8	2.7
	"Maricopa County, AZ"	"04013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	79	3880244	2.0	2.1	1.6	2.6
	"Maricopa County, AZ"	"04013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	125	3942169	3.2	3.1	2.6	3.6
	"Maricopa County, AZ"	"04013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	130	4009412	3.2	3.2	2.6	3.8
	"Maricopa County, AZ"	"04013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	95	4087191	2.3	2.3	1.8	2.8
	"Maricopa County, AZ"	"04013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	83	4167947	2.0	2.0	1.6	2.5
	"Maricopa County, AZ"	"04013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	81	4242997	1.9	1.9	1.5	2.3
	"Maricopa County, AZ"	"04013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	70	4307033	1.6	1.6	1.2	2.0
	"Maricopa County, AZ"	"04013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	60	4410824	1.4	1.4	1.0	1.8
	"Maricopa County, AZ"	"04013"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	69	4485414	1.5	1.5	1.2	2.0
	"Mohave County, AZ"	"04015"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	20	207200	9.7	11.5	6.7	18.5
	"Mohave County, AZ"	"04015"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	19	209550	Unreliable	Unreliable	4.7	13.9
	"Mohave County, AZ"	"04015"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	10	212181	Unreliable	Unreliable	1.4	7.3
	"Navajo County, AZ"	"04017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	14	110026	Unreliable	Unreliable	7.0	22.4
	"Pima County, AZ"	"04019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	26	980263	2.7	2.6	1.7	3.8
	"Pima County, AZ"	"04019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	16	989569	Unreliable	Unreliable	0.9	2.6
	"Pima County, AZ"	"04019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	20	992394	2.0	2.2	1.3	3.4
	"Pima County, AZ"	"04019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	25	1004516	2.5	2.5	1.6	3.8
	"Pima County, AZ"	"04019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	14	1010025	Unreliable	Unreliable	0.9	2.9
	"Pima County, AZ"	"04019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	15	1016206	Unreliable	Unreliable	0.8	2.5
	"Pima County, AZ"	"04019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	12	1022769	Unreliable	Unreliable	0.5	1.7
	"Pima County, AZ"	"04019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	14	1039073	Unreliable	Unreliable	0.8	2.4
	"Pima County, AZ"	"04019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	17	1047279	Unreliable	Unreliable	1.0	2.8
	"Pinal County, AZ"	"04021"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	13	447138	Unreliable	Unreliable	1.8	5.7
	"Yavapai County, AZ"	"04025"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	15	212637	Unreliable	Unreliable	4.5	14.5
	"Yavapai County, AZ"	"04025"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	15	215133	Unreliable	Unreliable	3.6	12.1
	"Yavapai County, AZ"	"04025"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	20	218844	9.1	11.3	6.6	18.1
	"Yavapai County, AZ"	"04025"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	18	222255	Unreliable	Unreliable	5.2	15.4
	"Yavapai County, AZ"	"04025"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	17	225562	Unreliable	Unreliable	4.6	14.0
	"Benton County, AR"	"05007"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	10	221339	Unreliable	Unreliable	2.2	8.4
	"Garland County, AR"	"05051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	14	96024	Unreliable	Unreliable	6.7	22.7
	"Garland County, AR"	"05051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	11	97124	Unreliable	Unreliable	5.5	21.0
	"Garland County, AR"	"05051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	11	96903	Unreliable	Unreliable	5.2	21.7
	"Pulaski County, AR"	"05119"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	14	382748	Unreliable	Unreliable	1.9	6.0
	"Pulaski County, AR"	"05119"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	12	388953	Unreliable	Unreliable	1.6	5.6
	"Pulaski County, AR"	"05119"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	17	391284	Unreliable	Unreliable	2.6	7.4
	"Pulaski County, AR"	"05119"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	12	392702	Unreliable	Unreliable	1.7	5.6
	"Pulaski County, AR"	"05119"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	10	392664	Unreliable	Unreliable	1.3	4.9
	"Pulaski County, AR"	"05119"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	12	393250	Unreliable	Unreliable	1.7	5.9
	"Pulaski County, AR"	"05119"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	14	393956	Unreliable	Unreliable	1.9	5.9
	"White County, AR"	"05145"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	10	79161	Unreliable	Unreliable	5.8	22.3
	"Calaveras County, CA"	"06009"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	10	45052	Unreliable	Unreliable	9.9	41.1
	"Fresno County, CA"	"06019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	10	947895	Unreliable	Unreliable	0.6	2.2
	"Kern County, CA"	"06029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	11	839631	Unreliable	Unreliable	0.7	2.5
	"Kern County, CA"	"06029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	12	856158	Unreliable	Unreliable	0.8	2.7
	"Los Angeles County, CA"	"06037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	66	9818605	0.7	0.7	0.5	0.8
	"Los Angeles County, CA"	"06037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	44	9889056	0.4	0.4	0.3	0.6
	"Los Angeles County, CA"	"06037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	52	9962789	0.5	0.5	0.4	0.7
	"Los Angeles County, CA"	"06037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	48	10017068	0.5	0.5	0.4	0.7
	"Los Angeles County, CA"	"06037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	30	10116705	0.3	0.3	0.2	0.4
	"Los Angeles County, CA"	"06037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	36	10170292	0.4	0.4	0.3	0.5
	"Los Angeles County, CA"	"06037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	32	10137915	0.3	0.3	0.2	0.4
	"Los Angeles County, CA"	"06037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	30	10163507	0.3	0.3	0.2	0.4
	"Los Angeles County, CA"	"06037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	22	10105518	0.2	0.2	0.1	0.3
	"Los Angeles County, CA"	"06037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	39	10039107	0.4	0.4	0.2	0.5
	"Marin County, CA"	"06041"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	15	252409	Unreliable	Unreliable	2.6	8.1
	"Orange County, CA"	"06059"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	30	3010232	1.0	1.0	0.7	1.4
	"Orange County, CA"	"06059"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	32	3055745	1.0	1.0	0.7	1.4
	"Orange County, CA"	"06059"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	19	3090132	Unreliable	Unreliable	0.3	0.9
	"Orange County, CA"	"06059"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	16	3114363	Unreliable	Unreliable	0.3	0.8
	"Orange County, CA"	"06059"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	20	3145515	0.6	0.6	0.4	0.9
	"Orange County, CA"	"06059"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	23	3169776	0.7	0.7	0.5	1.1
	"Orange County, CA"	"06059"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	25	3172532	0.8	0.7	0.5	1.1
	"Orange County, CA"	"06059"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	18	3185968	Unreliable	Unreliable	0.3	0.9
	"Orange County, CA"	"06059"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	15	3175692	Unreliable	Unreliable	0.2	0.7
	"Riverside County, CA"	"06065"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	17	2189641	Unreliable	Unreliable	0.5	1.2
	"Riverside County, CA"	"06065"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	18	2268783	Unreliable	Unreliable	0.4	1.2
	"Riverside County, CA"	"06065"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	14	2361026	Unreliable	Unreliable	0.3	1.0
	"Riverside County, CA"	"06065"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	11	2387741	Unreliable	Unreliable	0.2	0.9
	"Riverside County, CA"	"06065"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	11	2423266	Unreliable	Unreliable	0.2	0.8
	"Riverside County, CA"	"06065"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	14	2450758	Unreliable	Unreliable	0.3	1.0
	"Riverside County, CA"	"06065"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	14	2470546	Unreliable	Unreliable	0.3	0.9
	"Sacramento County, CA"	"06067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	22	1418788	1.6	1.5	1.0	2.3
	"Sacramento County, CA"	"06067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	38	1436105	2.6	2.7	1.9	3.7
	"Sacramento County, CA"	"06067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	29	1450121	2.0	1.9	1.3	2.8
	"Sacramento County, CA"	"06067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	32	1462131	2.2	2.1	1.4	3.0
	"Sacramento County, CA"	"06067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	28	1482026	1.9	1.8	1.2	2.6
	"Sacramento County, CA"	"06067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	32	1501335	2.1	2.0	1.4	2.8
	"Sacramento County, CA"	"06067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	34	1514460	2.2	2.2	1.5	3.1
	"Sacramento County, CA"	"06067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	30	1530615	2.0	1.9	1.3	2.7
	"Sacramento County, CA"	"06067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	16	1540975	Unreliable	Unreliable	0.5	1.6
	"Sacramento County, CA"	"06067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	22	1552058	1.4	1.4	0.9	2.2
	"San Bernardino County, CA"	"06071"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	17	2035210	Unreliable	Unreliable	0.5	1.5
	"San Bernardino County, CA"	"06071"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	15	2081313	Unreliable	Unreliable	0.4	1.2
	"San Bernardino County, CA"	"06071"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	17	2088371	Unreliable	Unreliable	0.5	1.3
	"San Bernardino County, CA"	"06071"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	11	2128133	Unreliable	Unreliable	0.3	1.0
	"San Bernardino County, CA"	"06071"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	15	2157404	Unreliable	Unreliable	0.4	1.3
	"San Bernardino County, CA"	"06071"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	17	2171603	Unreliable	Unreliable	0.5	1.3
	"San Bernardino County, CA"	"06071"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	17	2180085	Unreliable	Unreliable	0.5	1.3
	"San Diego County, CA"	"06073"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	14	3140069	Unreliable	Unreliable	0.2	0.8
	"San Diego County, CA"	"06073"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	14	3263431	Unreliable	Unreliable	0.3	0.8
	"San Diego County, CA"	"06073"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	15	3299521	Unreliable	Unreliable	0.3	0.8
	"San Diego County, CA"	"06073"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	11	3317749	Unreliable	Unreliable	0.1	0.5
	"San Diego County, CA"	"06073"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	16	3343364	Unreliable	Unreliable	0.2	0.7
	"San Diego County, CA"	"06073"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	19	3338330	Unreliable	Unreliable	0.3	0.8
	"San Francisco County, CA"	"06075"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	10	805235	Unreliable	Unreliable	0.6	2.3
	"San Francisco County, CA"	"06075"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	12	812826	Unreliable	Unreliable	0.7	2.4
	"San Francisco County, CA"	"06075"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	14	825863	Unreliable	Unreliable	0.8	2.4
	"San Francisco County, CA"	"06075"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	18	837442	Unreliable	Unreliable	1.0	2.7
	"Santa Clara County, CA"	"06085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	25	1781642	1.4	1.4	0.9	2.1
	"Santa Clara County, CA"	"06085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	23	1809378	1.3	1.3	0.8	1.9
	"Santa Clara County, CA"	"06085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	30	1837504	1.6	1.6	1.1	2.3
	"Santa Clara County, CA"	"06085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	30	1862041	1.6	1.6	1.1	2.2
	"Santa Clara County, CA"	"06085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	18	1894605	Unreliable	Unreliable	0.5	1.4
	"Santa Clara County, CA"	"06085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	16	1918044	Unreliable	Unreliable	0.5	1.3
	"Santa Clara County, CA"	"06085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	34	1919402	1.8	1.6	1.1	2.3
	"Santa Clara County, CA"	"06085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	33	1938153	1.7	1.7	1.2	2.4
	"Santa Clara County, CA"	"06085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	30	1937570	1.5	1.5	1.0	2.1
	"Santa Clara County, CA"	"06085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	16	1927852	Unreliable	Unreliable	0.4	1.2
	"Santa Cruz County, CA"	"06087"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	10	275897	Unreliable	Unreliable	1.6	6.6
	"Solano County, CA"	"06095"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	19	416471	Unreliable	Unreliable	2.7	7.3
	"Sonoma County, CA"	"06097"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	14	483878	Unreliable	Unreliable	1.5	4.8
	"Adams County, CO"	"08001"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	12	451443	Unreliable	Unreliable	1.3	4.5
	"Adams County, CO"	"08001"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	16	480718	Unreliable	Unreliable	1.8	5.1
	"Arapahoe County, CO"	"08005"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	11	584948	Unreliable	Unreliable	0.9	3.2
	"Arapahoe County, CO"	"08005"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	10	595546	Unreliable	Unreliable	0.8	3.0
